,Datetime,Adj Close,Close,High,Low,Open,Volume
179,2024-09-30 07:00:00+00:00,,,,,,
180,2024-09-30 07:01:00+00:00,,,,,,
181,2024-09-30 07:02:00+00:00,,,,,,
182,2024-09-30 07:03:00+00:00,,,,,,
183,2024-09-30 07:04:00+00:00,,,,,,
184,2024-09-30 07:05:00+00:00,,,,,,
185,2024-09-30 07:06:00+00:00,,,,,,
186,2024-09-30 07:07:00+00:00,,,,,,
187,2024-09-30 07:08:00+00:00,,,,,,
188,2024-09-30 07:09:00+00:00,,,,,,
189,2024-09-30 07:10:00+00:00,,,,,,
190,2024-09-30 07:11:00+00:00,,,,,,
191,2024-09-30 07:12:00+00:00,,,,,,
192,2024-09-30 07:13:00+00:00,,,,,,
193,2024-09-30 07:14:00+00:00,,,,,,
194,2024-09-30 07:15:00+00:00,,,,,,
195,2024-09-30 07:16:00+00:00,,,,,,
196,2024-09-30 07:17:00+00:00,,,,,,
197,2024-09-30 07:18:00+00:00,,,,,,
198,2024-09-30 07:19:00+00:00,,,,,,
199,2024-09-30 07:20:00+00:00,,,,,,
200,2024-09-30 07:21:00+00:00,,,,,,
201,2024-09-30 07:22:00+00:00,,,,,,
202,2024-09-30 07:23:00+00:00,,,,,,
203,2024-09-30 07:24:00+00:00,,,,,,
204,2024-09-30 07:25:00+00:00,,,,,,
205,2024-09-30 07:26:00+00:00,,,,,,
206,2024-09-30 07:27:00+00:00,,,,,,
207,2024-09-30 07:28:00+00:00,,,,,,
208,2024-09-30 07:29:00+00:00,,,,,,
209,2024-09-30 07:30:00+00:00,,,,,,
210,2024-09-30 07:31:00+00:00,,,,,,
211,2024-09-30 07:32:00+00:00,,,,,,
212,2024-09-30 07:33:00+00:00,,,,,,
213,2024-09-30 07:34:00+00:00,,,,,,
214,2024-09-30 07:35:00+00:00,,,,,,
215,2024-09-30 07:36:00+00:00,,,,,,
216,2024-09-30 07:37:00+00:00,,,,,,
217,2024-09-30 07:38:00+00:00,,,,,,
218,2024-09-30 07:39:00+00:00,,,,,,
219,2024-09-30 07:40:00+00:00,,,,,,
220,2024-09-30 07:41:00+00:00,,,,,,
221,2024-09-30 07:42:00+00:00,,,,,,
222,2024-09-30 07:43:00+00:00,,,,,,
223,2024-09-30 07:44:00+00:00,,,,,,
224,2024-09-30 07:45:00+00:00,,,,,,
225,2024-09-30 07:46:00+00:00,,,,,,
226,2024-09-30 07:47:00+00:00,,,,,,
227,2024-09-30 07:48:00+00:00,,,,,,
228,2024-09-30 07:49:00+00:00,,,,,,
229,2024-09-30 07:50:00+00:00,,,,,,
230,2024-09-30 07:51:00+00:00,,,,,,
231,2024-09-30 07:52:00+00:00,,,,,,
232,2024-09-30 07:53:00+00:00,,,,,,
233,2024-09-30 07:54:00+00:00,,,,,,
234,2024-09-30 07:55:00+00:00,,,,,,
235,2024-09-30 07:56:00+00:00,,,,,,
236,2024-09-30 07:57:00+00:00,,,,,,
237,2024-09-30 07:58:00+00:00,,,,,,
238,2024-09-30 07:59:00+00:00,,,,,,
239,2024-09-30 08:00:00+00:00,,,,,,
240,2024-09-30 08:01:00+00:00,,,,,,
241,2024-09-30 08:02:00+00:00,,,,,,
242,2024-09-30 08:03:00+00:00,,,,,,
243,2024-09-30 08:04:00+00:00,,,,,,
244,2024-09-30 08:05:00+00:00,,,,,,
245,2024-09-30 08:06:00+00:00,,,,,,
246,2024-09-30 08:07:00+00:00,,,,,,
247,2024-09-30 08:08:00+00:00,,,,,,
248,2024-09-30 08:09:00+00:00,,,,,,
249,2024-09-30 08:10:00+00:00,,,,,,
250,2024-09-30 08:11:00+00:00,,,,,,
251,2024-09-30 08:12:00+00:00,,,,,,
252,2024-09-30 08:13:00+00:00,,,,,,
253,2024-09-30 08:14:00+00:00,,,,,,
254,2024-09-30 08:15:00+00:00,,,,,,
255,2024-09-30 08:16:00+00:00,,,,,,
256,2024-09-30 08:17:00+00:00,,,,,,
257,2024-09-30 08:18:00+00:00,,,,,,
258,2024-09-30 08:19:00+00:00,,,,,,
259,2024-09-30 08:20:00+00:00,,,,,,
260,2024-09-30 08:21:00+00:00,,,,,,
261,2024-09-30 08:22:00+00:00,,,,,,
262,2024-09-30 08:23:00+00:00,,,,,,
263,2024-09-30 08:24:00+00:00,,,,,,
264,2024-09-30 08:25:00+00:00,,,,,,
265,2024-09-30 08:26:00+00:00,,,,,,
266,2024-09-30 08:27:00+00:00,,,,,,
267,2024-09-30 08:28:00+00:00,,,,,,
268,2024-09-30 08:29:00+00:00,,,,,,
269,2024-09-30 08:30:00+00:00,,,,,,
270,2024-09-30 08:31:00+00:00,,,,,,
271,2024-09-30 08:32:00+00:00,,,,,,
272,2024-09-30 08:33:00+00:00,,,,,,
273,2024-09-30 08:34:00+00:00,,,,,,
274,2024-09-30 08:35:00+00:00,,,,,,
275,2024-09-30 08:36:00+00:00,,,,,,
276,2024-09-30 08:37:00+00:00,,,,,,
277,2024-09-30 08:38:00+00:00,,,,,,
278,2024-09-30 08:39:00+00:00,,,,,,
279,2024-09-30 08:40:00+00:00,,,,,,
280,2024-09-30 08:41:00+00:00,,,,,,
281,2024-09-30 08:42:00+00:00,,,,,,
282,2024-09-30 08:43:00+00:00,,,,,,
283,2024-09-30 08:44:00+00:00,,,,,,
284,2024-09-30 08:45:00+00:00,,,,,,
285,2024-09-30 08:46:00+00:00,,,,,,
286,2024-09-30 08:47:00+00:00,,,,,,
287,2024-09-30 08:48:00+00:00,,,,,,
288,2024-09-30 08:49:00+00:00,,,,,,
289,2024-09-30 08:50:00+00:00,,,,,,
290,2024-09-30 08:51:00+00:00,,,,,,
291,2024-09-30 08:52:00+00:00,,,,,,
292,2024-09-30 08:53:00+00:00,,,,,,
293,2024-09-30 08:54:00+00:00,,,,,,
294,2024-09-30 08:55:00+00:00,,,,,,
295,2024-09-30 08:56:00+00:00,,,,,,
296,2024-09-30 08:57:00+00:00,,,,,,
297,2024-09-30 08:58:00+00:00,,,,,,
298,2024-09-30 08:59:00+00:00,,,,,,
299,2024-09-30 09:00:00+00:00,,,,,,
300,2024-09-30 09:01:00+00:00,,,,,,
301,2024-09-30 09:02:00+00:00,,,,,,
302,2024-09-30 09:03:00+00:00,,,,,,
303,2024-09-30 09:04:00+00:00,,,,,,
304,2024-09-30 09:05:00+00:00,,,,,,
305,2024-09-30 09:06:00+00:00,,,,,,
306,2024-09-30 09:07:00+00:00,,,,,,
307,2024-09-30 09:08:00+00:00,,,,,,
308,2024-09-30 09:09:00+00:00,,,,,,
309,2024-09-30 09:10:00+00:00,,,,,,
310,2024-09-30 09:11:00+00:00,,,,,,
311,2024-09-30 09:12:00+00:00,,,,,,
312,2024-09-30 09:13:00+00:00,,,,,,
313,2024-09-30 09:14:00+00:00,,,,,,
314,2024-09-30 09:15:00+00:00,,,,,,
315,2024-09-30 09:16:00+00:00,,,,,,
316,2024-09-30 09:17:00+00:00,,,,,,
317,2024-09-30 09:18:00+00:00,,,,,,
318,2024-09-30 09:19:00+00:00,,,,,,
319,2024-09-30 09:20:00+00:00,,,,,,
320,2024-09-30 09:21:00+00:00,,,,,,
321,2024-09-30 09:22:00+00:00,,,,,,
322,2024-09-30 09:23:00+00:00,,,,,,
323,2024-09-30 09:24:00+00:00,,,,,,
324,2024-09-30 09:25:00+00:00,,,,,,
325,2024-09-30 09:26:00+00:00,,,,,,
326,2024-09-30 09:27:00+00:00,,,,,,
327,2024-09-30 09:28:00+00:00,,,,,,
328,2024-09-30 09:29:00+00:00,,,,,,
329,2024-09-30 09:30:00+00:00,,,,,,
330,2024-09-30 09:31:00+00:00,,,,,,
331,2024-09-30 09:32:00+00:00,,,,,,
332,2024-09-30 09:33:00+00:00,,,,,,
333,2024-09-30 09:34:00+00:00,,,,,,
334,2024-09-30 09:35:00+00:00,,,,,,
335,2024-09-30 09:36:00+00:00,,,,,,
336,2024-09-30 09:37:00+00:00,,,,,,
337,2024-09-30 09:38:00+00:00,,,,,,
338,2024-09-30 09:39:00+00:00,,,,,,
339,2024-09-30 09:40:00+00:00,,,,,,
340,2024-09-30 09:41:00+00:00,,,,,,
341,2024-09-30 09:42:00+00:00,,,,,,
342,2024-09-30 09:43:00+00:00,,,,,,
343,2024-09-30 09:44:00+00:00,,,,,,
344,2024-09-30 09:45:00+00:00,,,,,,
345,2024-09-30 09:46:00+00:00,,,,,,
346,2024-09-30 09:47:00+00:00,,,,,,
347,2024-09-30 09:48:00+00:00,,,,,,
348,2024-09-30 09:49:00+00:00,,,,,,
349,2024-09-30 09:50:00+00:00,,,,,,
350,2024-09-30 09:51:00+00:00,,,,,,
351,2024-09-30 09:52:00+00:00,,,,,,
352,2024-09-30 09:53:00+00:00,,,,,,
353,2024-09-30 09:54:00+00:00,,,,,,
354,2024-09-30 09:55:00+00:00,,,,,,
355,2024-09-30 09:56:00+00:00,,,,,,
356,2024-09-30 09:57:00+00:00,,,,,,
357,2024-09-30 09:58:00+00:00,,,,,,
358,2024-09-30 09:59:00+00:00,,,,,,
359,2024-09-30 10:00:00+00:00,,,,,,
360,2024-09-30 10:01:00+00:00,,,,,,
361,2024-09-30 10:02:00+00:00,,,,,,
362,2024-09-30 10:03:00+00:00,,,,,,
363,2024-09-30 10:04:00+00:00,,,,,,
364,2024-09-30 10:05:00+00:00,,,,,,
365,2024-09-30 10:06:00+00:00,,,,,,
366,2024-09-30 10:07:00+00:00,,,,,,
367,2024-09-30 10:08:00+00:00,,,,,,
368,2024-09-30 10:09:00+00:00,,,,,,
369,2024-09-30 10:10:00+00:00,,,,,,
370,2024-09-30 10:11:00+00:00,,,,,,
371,2024-09-30 10:12:00+00:00,,,,,,
372,2024-09-30 10:13:00+00:00,,,,,,
373,2024-09-30 10:14:00+00:00,,,,,,
374,2024-09-30 10:15:00+00:00,,,,,,
375,2024-09-30 10:16:00+00:00,,,,,,
376,2024-09-30 10:17:00+00:00,,,,,,
377,2024-09-30 10:18:00+00:00,,,,,,
378,2024-09-30 10:19:00+00:00,,,,,,
379,2024-09-30 10:20:00+00:00,,,,,,
380,2024-09-30 10:21:00+00:00,,,,,,
381,2024-09-30 10:22:00+00:00,,,,,,
382,2024-09-30 10:23:00+00:00,,,,,,
383,2024-09-30 10:24:00+00:00,,,,,,
384,2024-09-30 10:25:00+00:00,,,,,,
385,2024-09-30 10:26:00+00:00,,,,,,
386,2024-09-30 10:27:00+00:00,,,,,,
387,2024-09-30 10:28:00+00:00,,,,,,
388,2024-09-30 10:29:00+00:00,,,,,,
389,2024-09-30 10:30:00+00:00,,,,,,
390,2024-09-30 10:31:00+00:00,,,,,,
391,2024-09-30 10:32:00+00:00,,,,,,
392,2024-09-30 10:33:00+00:00,,,,,,
393,2024-09-30 10:34:00+00:00,,,,,,
394,2024-09-30 10:35:00+00:00,,,,,,
395,2024-09-30 10:36:00+00:00,,,,,,
396,2024-09-30 10:37:00+00:00,,,,,,
397,2024-09-30 10:38:00+00:00,,,,,,
398,2024-09-30 10:39:00+00:00,,,,,,
399,2024-09-30 10:40:00+00:00,,,,,,
400,2024-09-30 10:41:00+00:00,,,,,,
401,2024-09-30 10:42:00+00:00,,,,,,
402,2024-09-30 10:43:00+00:00,,,,,,
403,2024-09-30 10:44:00+00:00,,,,,,
404,2024-09-30 10:45:00+00:00,,,,,,
405,2024-09-30 10:46:00+00:00,,,,,,
406,2024-09-30 10:47:00+00:00,,,,,,
407,2024-09-30 10:48:00+00:00,,,,,,
408,2024-09-30 10:49:00+00:00,,,,,,
409,2024-09-30 10:50:00+00:00,,,,,,
410,2024-09-30 10:51:00+00:00,,,,,,
411,2024-09-30 10:52:00+00:00,,,,,,
412,2024-09-30 10:53:00+00:00,,,,,,
413,2024-09-30 10:54:00+00:00,,,,,,
414,2024-09-30 10:55:00+00:00,,,,,,
415,2024-09-30 10:56:00+00:00,,,,,,
416,2024-09-30 10:57:00+00:00,,,,,,
417,2024-09-30 10:58:00+00:00,,,,,,
418,2024-09-30 10:59:00+00:00,,,,,,
419,2024-09-30 11:00:00+00:00,,,,,,
420,2024-09-30 11:01:00+00:00,,,,,,
421,2024-09-30 11:02:00+00:00,,,,,,
422,2024-09-30 11:03:00+00:00,,,,,,
423,2024-09-30 11:04:00+00:00,,,,,,
424,2024-09-30 11:05:00+00:00,,,,,,
425,2024-09-30 11:06:00+00:00,,,,,,
426,2024-09-30 11:07:00+00:00,,,,,,
427,2024-09-30 11:08:00+00:00,,,,,,
428,2024-09-30 11:09:00+00:00,,,,,,
429,2024-09-30 11:10:00+00:00,,,,,,
430,2024-09-30 11:11:00+00:00,,,,,,
431,2024-09-30 11:12:00+00:00,,,,,,
432,2024-09-30 11:13:00+00:00,,,,,,
433,2024-09-30 11:14:00+00:00,,,,,,
434,2024-09-30 11:15:00+00:00,,,,,,
435,2024-09-30 11:16:00+00:00,,,,,,
436,2024-09-30 11:17:00+00:00,,,,,,
437,2024-09-30 11:18:00+00:00,,,,,,
438,2024-09-30 11:19:00+00:00,,,,,,
439,2024-09-30 11:20:00+00:00,,,,,,
440,2024-09-30 11:21:00+00:00,,,,,,
441,2024-09-30 11:22:00+00:00,,,,,,
442,2024-09-30 11:23:00+00:00,,,,,,
443,2024-09-30 11:24:00+00:00,,,,,,
444,2024-09-30 11:25:00+00:00,,,,,,
445,2024-09-30 11:26:00+00:00,,,,,,
446,2024-09-30 11:27:00+00:00,,,,,,
447,2024-09-30 11:28:00+00:00,,,,,,
448,2024-09-30 11:29:00+00:00,,,,,,
449,2024-09-30 11:30:00+00:00,,,,,,
450,2024-09-30 11:31:00+00:00,,,,,,
451,2024-09-30 11:32:00+00:00,,,,,,
452,2024-09-30 11:33:00+00:00,,,,,,
453,2024-09-30 11:34:00+00:00,,,,,,
454,2024-09-30 11:35:00+00:00,,,,,,
455,2024-09-30 11:36:00+00:00,,,,,,
456,2024-09-30 11:37:00+00:00,,,,,,
457,2024-09-30 11:38:00+00:00,,,,,,
458,2024-09-30 11:39:00+00:00,,,,,,
459,2024-09-30 11:40:00+00:00,,,,,,
460,2024-09-30 11:41:00+00:00,,,,,,
461,2024-09-30 11:42:00+00:00,,,,,,
462,2024-09-30 11:43:00+00:00,,,,,,
463,2024-09-30 11:44:00+00:00,,,,,,
464,2024-09-30 11:45:00+00:00,,,,,,
465,2024-09-30 11:46:00+00:00,,,,,,
466,2024-09-30 11:47:00+00:00,,,,,,
467,2024-09-30 11:48:00+00:00,,,,,,
468,2024-09-30 11:49:00+00:00,,,,,,
469,2024-09-30 11:50:00+00:00,,,,,,
470,2024-09-30 11:51:00+00:00,,,,,,
471,2024-09-30 11:52:00+00:00,,,,,,
472,2024-09-30 11:53:00+00:00,,,,,,
473,2024-09-30 11:54:00+00:00,,,,,,
474,2024-09-30 11:55:00+00:00,,,,,,
475,2024-09-30 11:56:00+00:00,,,,,,
476,2024-09-30 11:57:00+00:00,,,,,,
477,2024-09-30 11:58:00+00:00,,,,,,
478,2024-09-30 11:59:00+00:00,,,,,,
479,2024-09-30 12:00:00+00:00,,,,,,
480,2024-09-30 12:01:00+00:00,,,,,,
481,2024-09-30 12:02:00+00:00,,,,,,
482,2024-09-30 12:03:00+00:00,,,,,,
483,2024-09-30 12:04:00+00:00,,,,,,
484,2024-09-30 12:05:00+00:00,,,,,,
485,2024-09-30 12:06:00+00:00,,,,,,
486,2024-09-30 12:07:00+00:00,,,,,,
487,2024-09-30 12:08:00+00:00,,,,,,
488,2024-09-30 12:09:00+00:00,,,,,,
489,2024-09-30 12:10:00+00:00,,,,,,
490,2024-09-30 12:11:00+00:00,,,,,,
491,2024-09-30 12:12:00+00:00,,,,,,
492,2024-09-30 12:13:00+00:00,,,,,,
493,2024-09-30 12:14:00+00:00,,,,,,
494,2024-09-30 12:15:00+00:00,,,,,,
495,2024-09-30 12:16:00+00:00,,,,,,
496,2024-09-30 12:17:00+00:00,,,,,,
497,2024-09-30 12:18:00+00:00,,,,,,
498,2024-09-30 12:19:00+00:00,,,,,,
499,2024-09-30 12:20:00+00:00,,,,,,
500,2024-09-30 12:21:00+00:00,,,,,,
501,2024-09-30 12:22:00+00:00,,,,,,
502,2024-09-30 12:23:00+00:00,,,,,,
503,2024-09-30 12:24:00+00:00,,,,,,
504,2024-09-30 12:25:00+00:00,,,,,,
505,2024-09-30 12:26:00+00:00,,,,,,
506,2024-09-30 12:27:00+00:00,,,,,,
507,2024-09-30 12:28:00+00:00,,,,,,
508,2024-09-30 12:29:00+00:00,,,,,,
509,2024-09-30 12:30:00+00:00,,,,,,
510,2024-09-30 12:31:00+00:00,,,,,,
511,2024-09-30 12:32:00+00:00,,,,,,
512,2024-09-30 12:33:00+00:00,,,,,,
513,2024-09-30 12:34:00+00:00,,,,,,
514,2024-09-30 12:35:00+00:00,,,,,,
515,2024-09-30 12:36:00+00:00,,,,,,
516,2024-09-30 12:37:00+00:00,,,,,,
517,2024-09-30 12:38:00+00:00,,,,,,
518,2024-09-30 12:39:00+00:00,,,,,,
519,2024-09-30 12:40:00+00:00,,,,,,
520,2024-09-30 12:41:00+00:00,,,,,,
521,2024-09-30 12:42:00+00:00,,,,,,
522,2024-09-30 12:43:00+00:00,,,,,,
523,2024-09-30 12:44:00+00:00,,,,,,
524,2024-09-30 12:45:00+00:00,,,,,,
525,2024-09-30 12:46:00+00:00,,,,,,
526,2024-09-30 12:47:00+00:00,,,,,,
527,2024-09-30 12:48:00+00:00,,,,,,
528,2024-09-30 12:49:00+00:00,,,,,,
529,2024-09-30 12:50:00+00:00,,,,,,
530,2024-09-30 12:51:00+00:00,,,,,,
531,2024-09-30 12:52:00+00:00,,,,,,
532,2024-09-30 12:53:00+00:00,,,,,,
533,2024-09-30 12:54:00+00:00,,,,,,
534,2024-09-30 12:55:00+00:00,,,,,,
535,2024-09-30 12:56:00+00:00,,,,,,
536,2024-09-30 12:57:00+00:00,,,,,,
537,2024-09-30 12:58:00+00:00,,,,,,
538,2024-09-30 12:59:00+00:00,,,,,,
539,2024-09-30 13:00:00+00:00,,,,,,
540,2024-09-30 13:01:00+00:00,,,,,,
541,2024-09-30 13:02:00+00:00,,,,,,
542,2024-09-30 13:03:00+00:00,,,,,,
543,2024-09-30 13:04:00+00:00,,,,,,
544,2024-09-30 13:05:00+00:00,,,,,,
545,2024-09-30 13:06:00+00:00,,,,,,
546,2024-09-30 13:07:00+00:00,,,,,,
547,2024-09-30 13:08:00+00:00,,,,,,
548,2024-09-30 13:09:00+00:00,,,,,,
549,2024-09-30 13:10:00+00:00,,,,,,
550,2024-09-30 13:11:00+00:00,,,,,,
551,2024-09-30 13:12:00+00:00,,,,,,
552,2024-09-30 13:13:00+00:00,,,,,,
553,2024-09-30 13:14:00+00:00,,,,,,
554,2024-09-30 13:15:00+00:00,,,,,,
555,2024-09-30 13:16:00+00:00,,,,,,
556,2024-09-30 13:17:00+00:00,,,,,,
